source_task,base_evaluation_id,evaluation_id,metric,model_alias,value,reference_url,source_archive_sha256
hancook_lymphovascular_invasion_L,pathobench.hancook.lymphovascular-invasion-l,pathobench.exaone2025.hancook.lymphovascular-invasion-l,macro-ovr-auc,GigaPath,0.644,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_lymphovascular_invasion_L,pathobench.hancook.lymphovascular-invasion-l,pathobench.exaone2025.hancook.lymphovascular-invasion-l,macro-ovr-auc,PRISM,0.602,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_lymphovascular_invasion_L,pathobench.hancook.lymphovascular-invasion-l,pathobench.exaone2025.hancook.lymphovascular-invasion-l,macro-ovr-auc,TITAN,0.699,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_lymphovascular_invasion_L,pathobench.hancook.lymphovascular-invasion-l,pathobench.exaone2025.hancook.lymphovascular-invasion-l,macro-ovr-auc,H-optimus-0,0.678,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_lymphovascular_invasion_L,pathobench.hancook.lymphovascular-invasion-l,pathobench.exaone2025.hancook.lymphovascular-invasion-l,macro-ovr-auc,UNI2-h,0.673,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_lymphovascular_invasion_L,pathobench.hancook.lymphovascular-invasion-l,pathobench.exaone2025.hancook.lymphovascular-invasion-l,macro-ovr-auc,EXAONE Path 2.5,0.659,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_OS_treatment_rdc,pathobench.hancook.os-treatment-rdc,pathobench.exaone2025.hancook.os-treatment-rdc,cindex,CHIEF,0.500,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_OS_treatment_rdc,pathobench.hancook.os-treatment-rdc,pathobench.exaone2025.hancook.os-treatment-rdc,cindex,GigaPath,0.592,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_OS_treatment_rdc,pathobench.hancook.os-treatment-rdc,pathobench.exaone2025.hancook.os-treatment-rdc,cindex,PRISM,0.646,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_OS_treatment_rdc,pathobench.hancook.os-treatment-rdc,pathobench.exaone2025.hancook.os-treatment-rdc,cindex,TITAN,0.590,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_OS_treatment_rdc,pathobench.hancook.os-treatment-rdc,pathobench.exaone2025.hancook.os-treatment-rdc,cindex,H-optimus-0,0.612,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_OS_treatment_rdc,pathobench.hancook.os-treatment-rdc,pathobench.exaone2025.hancook.os-treatment-rdc,cindex,UNI2-h,0.500,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_OS_treatment_rdc,pathobench.hancook.os-treatment-rdc,pathobench.exaone2025.hancook.os-treatment-rdc,cindex,EXAONE Path 2.5,0.584,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_perineural_invasion_Pn,pathobench.hancook.perineural-invasion-pn,pathobench.exaone2025.hancook.perineural-invasion-pn,macro-ovr-auc,CHIEF,0.731,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_perineural_invasion_Pn,pathobench.hancook.perineural-invasion-pn,pathobench.exaone2025.hancook.perineural-invasion-pn,macro-ovr-auc,GigaPath,0.706,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_perineural_invasion_Pn,pathobench.hancook.perineural-invasion-pn,pathobench.exaone2025.hancook.perineural-invasion-pn,macro-ovr-auc,PRISM,0.691,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_perineural_invasion_Pn,pathobench.hancook.perineural-invasion-pn,pathobench.exaone2025.hancook.perineural-invasion-pn,macro-ovr-auc,TITAN,0.731,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_perineural_invasion_Pn,pathobench.hancook.perineural-invasion-pn,pathobench.exaone2025.hancook.perineural-invasion-pn,macro-ovr-auc,H-optimus-0,0.724,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_perineural_invasion_Pn,pathobench.hancook.perineural-invasion-pn,pathobench.exaone2025.hancook.perineural-invasion-pn,macro-ovr-auc,UNI2-h,0.715,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_perineural_invasion_Pn,pathobench.hancook.perineural-invasion-pn,pathobench.exaone2025.hancook.perineural-invasion-pn,macro-ovr-auc,EXAONE Path 2.5,0.724,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_primarily_metastasis,pathobench.hancook.primarily-metastasis,pathobench.exaone2025.hancook.primarily-metastasis,macro-ovr-auc,CHIEF,0.682,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_primarily_metastasis,pathobench.hancook.primarily-metastasis,pathobench.exaone2025.hancook.primarily-metastasis,macro-ovr-auc,GigaPath,0.632,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_primarily_metastasis,pathobench.hancook.primarily-metastasis,pathobench.exaone2025.hancook.primarily-metastasis,macro-ovr-auc,PRISM,0.651,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_primarily_metastasis,pathobench.hancook.primarily-metastasis,pathobench.exaone2025.hancook.primarily-metastasis,macro-ovr-auc,TITAN,0.766,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_primarily_metastasis,pathobench.hancook.primarily-metastasis,pathobench.exaone2025.hancook.primarily-metastasis,macro-ovr-auc,H-optimus-0,0.678,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_primarily_metastasis,pathobench.hancook.primarily-metastasis,pathobench.exaone2025.hancook.primarily-metastasis,macro-ovr-auc,UNI2-h,0.700,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_primarily_metastasis,pathobench.hancook.primarily-metastasis,pathobench.exaone2025.hancook.primarily-metastasis,macro-ovr-auc,EXAONE Path 2.5,0.662,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_primary_tumor_site,pathobench.hancook.primary-tumor-site,pathobench.exaone2025.hancook.primary-tumor-site,macro-ovr-auc,CHIEF,0.861,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_primary_tumor_site,pathobench.hancook.primary-tumor-site,pathobench.exaone2025.hancook.primary-tumor-site,macro-ovr-auc,GigaPath,0.917,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_primary_tumor_site,pathobench.hancook.primary-tumor-site,pathobench.exaone2025.hancook.primary-tumor-site,macro-ovr-auc,PRISM,0.891,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_primary_tumor_site,pathobench.hancook.primary-tumor-site,pathobench.exaone2025.hancook.primary-tumor-site,macro-ovr-auc,TITAN,0.922,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_primary_tumor_site,pathobench.hancook.primary-tumor-site,pathobench.exaone2025.hancook.primary-tumor-site,macro-ovr-auc,H-optimus-0,0.931,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_primary_tumor_site,pathobench.hancook.primary-tumor-site,pathobench.exaone2025.hancook.primary-tumor-site,macro-ovr-auc,UNI2-h,0.932,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_primary_tumor_site,pathobench.hancook.primary-tumor-site,pathobench.exaone2025.hancook.primary-tumor-site,macro-ovr-auc,EXAONE Path 2.5,0.918,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_vascular_invasion_V,pathobench.hancook.vascular-invasion-v,pathobench.exaone2025.hancook.vascular-invasion-v,macro-ovr-auc,CHIEF,0.645,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_vascular_invasion_V,pathobench.hancook.vascular-invasion-v,pathobench.exaone2025.hancook.vascular-invasion-v,macro-ovr-auc,GigaPath,0.636,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_vascular_invasion_V,pathobench.hancook.vascular-invasion-v,pathobench.exaone2025.hancook.vascular-invasion-v,macro-ovr-auc,PRISM,0.627,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_vascular_invasion_V,pathobench.hancook.vascular-invasion-v,pathobench.exaone2025.hancook.vascular-invasion-v,macro-ovr-auc,TITAN,0.665,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_vascular_invasion_V,pathobench.hancook.vascular-invasion-v,pathobench.exaone2025.hancook.vascular-invasion-v,macro-ovr-auc,H-optimus-0,0.666,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_vascular_invasion_V,pathobench.hancook.vascular-invasion-v,pathobench.exaone2025.hancook.vascular-invasion-v,macro-ovr-auc,UNI2-h,0.685,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
hancook_vascular_invasion_V,pathobench.hancook.vascular-invasion-v,pathobench.exaone2025.hancook.vascular-invasion-v,macro-ovr-auc,EXAONE Path 2.5,0.678,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
herroi_response,pathobench.herroi.response,pathobench.exaone2025.herroi.response,macro-ovr-auc,CHIEF,0.683,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
herroi_response,pathobench.herroi.response,pathobench.exaone2025.herroi.response,macro-ovr-auc,GigaPath,0.631,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
herroi_response,pathobench.herroi.response,pathobench.exaone2025.herroi.response,macro-ovr-auc,PRISM,0.574,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
herroi_response,pathobench.herroi.response,pathobench.exaone2025.herroi.response,macro-ovr-auc,TITAN,0.668,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
herroi_response,pathobench.herroi.response,pathobench.exaone2025.herroi.response,macro-ovr-auc,H-optimus-0,0.660,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
herroi_response,pathobench.herroi.response,pathobench.exaone2025.herroi.response,macro-ovr-auc,UNI2-h,0.640,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
herroi_response,pathobench.herroi.response,pathobench.exaone2025.herroi.response,macro-ovr-auc,EXAONE Path 2.5,0.630,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
imp_grade,pathobench.imp.grade,pathobench.exaone2025.imp.grade,macro-ovr-auc,CHIEF,0.988,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
imp_grade,pathobench.imp.grade,pathobench.exaone2025.imp.grade,macro-ovr-auc,GigaPath,0.987,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
imp_grade,pathobench.imp.grade,pathobench.exaone2025.imp.grade,macro-ovr-auc,PRISM,0.992,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
imp_grade,pathobench.imp.grade,pathobench.exaone2025.imp.grade,macro-ovr-auc,TITAN,0.995,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
imp_grade,pathobench.imp.grade,pathobench.exaone2025.imp.grade,macro-ovr-auc,H-optimus-0,0.986,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
imp_grade,pathobench.imp.grade,pathobench.exaone2025.imp.grade,macro-ovr-auc,UNI2-h,0.987,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
imp_grade,pathobench.imp.grade,pathobench.exaone2025.imp.grade,macro-ovr-auc,EXAONE Path 2.5,0.984,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
mbc__OS,pathobench.mbc_.os,pathobench.exaone2025.mbc_.os,cindex,CHIEF,0.575,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
mbc__OS,pathobench.mbc_.os,pathobench.exaone2025.mbc_.os,cindex,GigaPath,0.508,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
mbc__OS,pathobench.mbc_.os,pathobench.exaone2025.mbc_.os,cindex,PRISM,0.508,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
mbc__OS,pathobench.mbc_.os,pathobench.exaone2025.mbc_.os,cindex,TITAN,0.631,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
mbc__OS,pathobench.mbc_.os,pathobench.exaone2025.mbc_.os,cindex,H-optimus-0,0.495,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
mbc__OS,pathobench.mbc_.os,pathobench.exaone2025.mbc_.os,cindex,UNI2-h,0.443,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
mbc__OS,pathobench.mbc_.os,pathobench.exaone2025.mbc_.os,cindex,EXAONE Path 2.5,0.507,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
mbc__Recist,pathobench.mbc_.recist,pathobench.exaone2025.mbc_.recist,macro-ovr-auc,CHIEF,0.635,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
mbc__Recist,pathobench.mbc_.recist,pathobench.exaone2025.mbc_.recist,macro-ovr-auc,GigaPath,0.588,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
mbc__Recist,pathobench.mbc_.recist,pathobench.exaone2025.mbc_.recist,macro-ovr-auc,PRISM,0.616,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
mbc__Recist,pathobench.mbc_.recist,pathobench.exaone2025.mbc_.recist,macro-ovr-auc,TITAN,0.642,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
mbc__Recist,pathobench.mbc_.recist,pathobench.exaone2025.mbc_.recist,macro-ovr-auc,H-optimus-0,0.598,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
mbc__Recist,pathobench.mbc_.recist,pathobench.exaone2025.mbc_.recist,macro-ovr-auc,UNI2-h,0.604,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
mbc__Recist,pathobench.mbc_.recist,pathobench.exaone2025.mbc_.recist,macro-ovr-auc,EXAONE Path 2.5,0.630,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
mut-het-rcc_BAP1_mutation,pathobench.mut-het-rcc.bap1-mutation,pathobench.exaone2025.mut-het-rcc.bap1-mutation,macro-ovr-auc,CHIEF,0.852,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
mut-het-rcc_BAP1_mutation,pathobench.mut-het-rcc.bap1-mutation,pathobench.exaone2025.mut-het-rcc.bap1-mutation,macro-ovr-auc,GigaPath,0.842,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
mut-het-rcc_BAP1_mutation,pathobench.mut-het-rcc.bap1-mutation,pathobench.exaone2025.mut-het-rcc.bap1-mutation,macro-ovr-auc,PRISM,0.851,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
mut-het-rcc_BAP1_mutation,pathobench.mut-het-rcc.bap1-mutation,pathobench.exaone2025.mut-het-rcc.bap1-mutation,macro-ovr-auc,TITAN,0.861,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
mut-het-rcc_BAP1_mutation,pathobench.mut-het-rcc.bap1-mutation,pathobench.exaone2025.mut-het-rcc.bap1-mutation,macro-ovr-auc,H-optimus-0,0.885,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
mut-het-rcc_BAP1_mutation,pathobench.mut-het-rcc.bap1-mutation,pathobench.exaone2025.mut-het-rcc.bap1-mutation,macro-ovr-auc,UNI2-h,0.891,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
mut-het-rcc_BAP1_mutation,pathobench.mut-het-rcc.bap1-mutation,pathobench.exaone2025.mut-het-rcc.bap1-mutation,macro-ovr-auc,EXAONE Path 2.5,0.874,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
mut-het-rcc_PBRM1_mutation,pathobench.mut-het-rcc.pbrm1-mutation,pathobench.exaone2025.mut-het-rcc.pbrm1-mutation,macro-ovr-auc,CHIEF,0.781,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
mut-het-rcc_PBRM1_mutation,pathobench.mut-het-rcc.pbrm1-mutation,pathobench.exaone2025.mut-het-rcc.pbrm1-mutation,macro-ovr-auc,GigaPath,0.792,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
mut-het-rcc_PBRM1_mutation,pathobench.mut-het-rcc.pbrm1-mutation,pathobench.exaone2025.mut-het-rcc.pbrm1-mutation,macro-ovr-auc,PRISM,0.803,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
mut-het-rcc_PBRM1_mutation,pathobench.mut-het-rcc.pbrm1-mutation,pathobench.exaone2025.mut-het-rcc.pbrm1-mutation,macro-ovr-auc,TITAN,0.797,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
mut-het-rcc_PBRM1_mutation,pathobench.mut-het-rcc.pbrm1-mutation,pathobench.exaone2025.mut-het-rcc.pbrm1-mutation,macro-ovr-auc,H-optimus-0,0.820,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
mut-het-rcc_PBRM1_mutation,pathobench.mut-het-rcc.pbrm1-mutation,pathobench.exaone2025.mut-het-rcc.pbrm1-mutation,macro-ovr-auc,UNI2-h,0.830,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
mut-het-rcc_PBRM1_mutation,pathobench.mut-het-rcc.pbrm1-mutation,pathobench.exaone2025.mut-het-rcc.pbrm1-mutation,macro-ovr-auc,EXAONE Path 2.5,0.815,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
mut-het-rcc_SETD2_mutation,pathobench.mut-het-rcc.setd2-mutation,pathobench.exaone2025.mut-het-rcc.setd2-mutation,macro-ovr-auc,CHIEF,0.738,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
mut-het-rcc_SETD2_mutation,pathobench.mut-het-rcc.setd2-mutation,pathobench.exaone2025.mut-het-rcc.setd2-mutation,macro-ovr-auc,GigaPath,0.713,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
mut-het-rcc_SETD2_mutation,pathobench.mut-het-rcc.setd2-mutation,pathobench.exaone2025.mut-het-rcc.setd2-mutation,macro-ovr-auc,PRISM,0.714,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
mut-het-rcc_SETD2_mutation,pathobench.mut-het-rcc.setd2-mutation,pathobench.exaone2025.mut-het-rcc.setd2-mutation,macro-ovr-auc,TITAN,0.727,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
mut-het-rcc_SETD2_mutation,pathobench.mut-het-rcc.setd2-mutation,pathobench.exaone2025.mut-het-rcc.setd2-mutation,macro-ovr-auc,H-optimus-0,0.730,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
mut-het-rcc_SETD2_mutation,pathobench.mut-het-rcc.setd2-mutation,pathobench.exaone2025.mut-het-rcc.setd2-mutation,macro-ovr-auc,UNI2-h,0.742,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
mut-het-rcc_SETD2_mutation,pathobench.mut-het-rcc.setd2-mutation,pathobench.exaone2025.mut-het-rcc.setd2-mutation,macro-ovr-auc,EXAONE Path 2.5,0.710,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
nadt_response,pathobench.nadt.response,pathobench.exaone2025.nadt.response,macro-ovr-auc,CHIEF,0.639,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
nadt_response,pathobench.nadt.response,pathobench.exaone2025.nadt.response,macro-ovr-auc,GigaPath,0.641,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
nadt_response,pathobench.nadt.response,pathobench.exaone2025.nadt.response,macro-ovr-auc,PRISM,0.597,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
nadt_response,pathobench.nadt.response,pathobench.exaone2025.nadt.response,macro-ovr-auc,TITAN,0.623,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
nadt_response,pathobench.nadt.response,pathobench.exaone2025.nadt.response,macro-ovr-auc,H-optimus-0,0.684,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
nadt_response,pathobench.nadt.response,pathobench.exaone2025.nadt.response,macro-ovr-auc,UNI2-h,0.651,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
nadt_response,pathobench.nadt.response,pathobench.exaone2025.nadt.response,macro-ovr-auc,EXAONE Path 2.5,0.689,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
natbrca_lymphovascular_invasion,pathobench.natbrca.lymphovascular-invasion,pathobench.exaone2025.natbrca.lymphovascular-invasion,macro-ovr-auc,CHIEF,0.566,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
natbrca_lymphovascular_invasion,pathobench.natbrca.lymphovascular-invasion,pathobench.exaone2025.natbrca.lymphovascular-invasion,macro-ovr-auc,GigaPath,0.572,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
natbrca_lymphovascular_invasion,pathobench.natbrca.lymphovascular-invasion,pathobench.exaone2025.natbrca.lymphovascular-invasion,macro-ovr-auc,PRISM,0.470,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
natbrca_lymphovascular_invasion,pathobench.natbrca.lymphovascular-invasion,pathobench.exaone2025.natbrca.lymphovascular-invasion,macro-ovr-auc,TITAN,0.662,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
natbrca_lymphovascular_invasion,pathobench.natbrca.lymphovascular-invasion,pathobench.exaone2025.natbrca.lymphovascular-invasion,macro-ovr-auc,H-optimus-0,0.590,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
