source_task,base_evaluation_id,evaluation_id,metric,model_alias,value,reference_url,source_archive_sha256
cptac_gbm_Immune_class,pathobench.cptac_gbm.immune-class,pathobench.exaone2025.cptac_gbm.immune-class,macro-ovr-auc,PRISM,0.706,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_gbm_Immune_class,pathobench.cptac_gbm.immune-class,pathobench.exaone2025.cptac_gbm.immune-class,macro-ovr-auc,TITAN,0.672,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_gbm_Immune_class,pathobench.cptac_gbm.immune-class,pathobench.exaone2025.cptac_gbm.immune-class,macro-ovr-auc,H-optimus-0,0.646,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_gbm_Immune_class,pathobench.cptac_gbm.immune-class,pathobench.exaone2025.cptac_gbm.immune-class,macro-ovr-auc,UNI2-h,0.656,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_gbm_Immune_class,pathobench.cptac_gbm.immune-class,pathobench.exaone2025.cptac_gbm.immune-class,macro-ovr-auc,EXAONE Path 2.5,0.633,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_gbm_TP53_mutation,pathobench.cptac_gbm.tp53-mutation,pathobench.exaone2025.cptac_gbm.tp53-mutation,macro-ovr-auc,CHIEF,0.825,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_gbm_TP53_mutation,pathobench.cptac_gbm.tp53-mutation,pathobench.exaone2025.cptac_gbm.tp53-mutation,macro-ovr-auc,GigaPath,0.720,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_gbm_TP53_mutation,pathobench.cptac_gbm.tp53-mutation,pathobench.exaone2025.cptac_gbm.tp53-mutation,macro-ovr-auc,PRISM,0.811,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_gbm_TP53_mutation,pathobench.cptac_gbm.tp53-mutation,pathobench.exaone2025.cptac_gbm.tp53-mutation,macro-ovr-auc,TITAN,0.800,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_gbm_TP53_mutation,pathobench.cptac_gbm.tp53-mutation,pathobench.exaone2025.cptac_gbm.tp53-mutation,macro-ovr-auc,H-optimus-0,0.749,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_gbm_TP53_mutation,pathobench.cptac_gbm.tp53-mutation,pathobench.exaone2025.cptac_gbm.tp53-mutation,macro-ovr-auc,UNI2-h,0.752,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_gbm_TP53_mutation,pathobench.cptac_gbm.tp53-mutation,pathobench.exaone2025.cptac_gbm.tp53-mutation,macro-ovr-auc,EXAONE Path 2.5,0.762,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_hnsc_CASP8_mutation,pathobench.cptac_hnsc.casp8-mutation,pathobench.exaone2025.cptac_hnsc.casp8-mutation,macro-ovr-auc,CHIEF,0.409,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_hnsc_CASP8_mutation,pathobench.cptac_hnsc.casp8-mutation,pathobench.exaone2025.cptac_hnsc.casp8-mutation,macro-ovr-auc,GigaPath,0.424,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_hnsc_CASP8_mutation,pathobench.cptac_hnsc.casp8-mutation,pathobench.exaone2025.cptac_hnsc.casp8-mutation,macro-ovr-auc,PRISM,0.630,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_hnsc_CASP8_mutation,pathobench.cptac_hnsc.casp8-mutation,pathobench.exaone2025.cptac_hnsc.casp8-mutation,macro-ovr-auc,TITAN,0.523,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_hnsc_CASP8_mutation,pathobench.cptac_hnsc.casp8-mutation,pathobench.exaone2025.cptac_hnsc.casp8-mutation,macro-ovr-auc,H-optimus-0,0.394,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_hnsc_CASP8_mutation,pathobench.cptac_hnsc.casp8-mutation,pathobench.exaone2025.cptac_hnsc.casp8-mutation,macro-ovr-auc,UNI2-h,0.366,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_hnsc_CASP8_mutation,pathobench.cptac_hnsc.casp8-mutation,pathobench.exaone2025.cptac_hnsc.casp8-mutation,macro-ovr-auc,EXAONE Path 2.5,0.516,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_hnsc_Histologic_Grade,pathobench.cptac_hnsc.histologic-grade,pathobench.exaone2025.cptac_hnsc.histologic-grade,macro-ovr-auc,CHIEF,0.764,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_hnsc_Histologic_Grade,pathobench.cptac_hnsc.histologic-grade,pathobench.exaone2025.cptac_hnsc.histologic-grade,macro-ovr-auc,GigaPath,0.740,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_hnsc_Histologic_Grade,pathobench.cptac_hnsc.histologic-grade,pathobench.exaone2025.cptac_hnsc.histologic-grade,macro-ovr-auc,PRISM,0.712,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_hnsc_Histologic_Grade,pathobench.cptac_hnsc.histologic-grade,pathobench.exaone2025.cptac_hnsc.histologic-grade,macro-ovr-auc,TITAN,0.758,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_hnsc_Histologic_Grade,pathobench.cptac_hnsc.histologic-grade,pathobench.exaone2025.cptac_hnsc.histologic-grade,macro-ovr-auc,H-optimus-0,0.777,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_hnsc_Histologic_Grade,pathobench.cptac_hnsc.histologic-grade,pathobench.exaone2025.cptac_hnsc.histologic-grade,macro-ovr-auc,UNI2-h,0.797,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_hnsc_Histologic_Grade,pathobench.cptac_hnsc.histologic-grade,pathobench.exaone2025.cptac_hnsc.histologic-grade,macro-ovr-auc,EXAONE Path 2.5,0.785,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_hnsc_Immune_class,pathobench.cptac_hnsc.immune-class,pathobench.exaone2025.cptac_hnsc.immune-class,macro-ovr-auc,CHIEF,0.626,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_hnsc_Immune_class,pathobench.cptac_hnsc.immune-class,pathobench.exaone2025.cptac_hnsc.immune-class,macro-ovr-auc,GigaPath,0.595,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_hnsc_Immune_class,pathobench.cptac_hnsc.immune-class,pathobench.exaone2025.cptac_hnsc.immune-class,macro-ovr-auc,PRISM,0.712,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_hnsc_Immune_class,pathobench.cptac_hnsc.immune-class,pathobench.exaone2025.cptac_hnsc.immune-class,macro-ovr-auc,TITAN,0.612,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_hnsc_Immune_class,pathobench.cptac_hnsc.immune-class,pathobench.exaone2025.cptac_hnsc.immune-class,macro-ovr-auc,H-optimus-0,0.620,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_hnsc_Immune_class,pathobench.cptac_hnsc.immune-class,pathobench.exaone2025.cptac_hnsc.immune-class,macro-ovr-auc,UNI2-h,0.614,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_hnsc_Immune_class,pathobench.cptac_hnsc.immune-class,pathobench.exaone2025.cptac_hnsc.immune-class,macro-ovr-auc,EXAONE Path 2.5,0.623,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_hnsc_OS,pathobench.cptac_hnsc.os,pathobench.exaone2025.cptac_hnsc.os,cindex,CHIEF,0.565,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_hnsc_OS,pathobench.cptac_hnsc.os,pathobench.exaone2025.cptac_hnsc.os,cindex,GigaPath,0.664,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_hnsc_OS,pathobench.cptac_hnsc.os,pathobench.exaone2025.cptac_hnsc.os,cindex,PRISM,0.599,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_hnsc_OS,pathobench.cptac_hnsc.os,pathobench.exaone2025.cptac_hnsc.os,cindex,TITAN,0.578,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_hnsc_OS,pathobench.cptac_hnsc.os,pathobench.exaone2025.cptac_hnsc.os,cindex,H-optimus-0,0.678,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_hnsc_OS,pathobench.cptac_hnsc.os,pathobench.exaone2025.cptac_hnsc.os,cindex,UNI2-h,0.599,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_hnsc_OS,pathobench.cptac_hnsc.os,pathobench.exaone2025.cptac_hnsc.os,cindex,EXAONE Path 2.5,0.738,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_lscc_ARID1A_mutation,pathobench.cptac_lscc.arid1a-mutation,pathobench.exaone2025.cptac_lscc.arid1a-mutation,macro-ovr-auc,CHIEF,0.478,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_lscc_ARID1A_mutation,pathobench.cptac_lscc.arid1a-mutation,pathobench.exaone2025.cptac_lscc.arid1a-mutation,macro-ovr-auc,GigaPath,0.433,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_lscc_ARID1A_mutation,pathobench.cptac_lscc.arid1a-mutation,pathobench.exaone2025.cptac_lscc.arid1a-mutation,macro-ovr-auc,PRISM,0.432,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_lscc_ARID1A_mutation,pathobench.cptac_lscc.arid1a-mutation,pathobench.exaone2025.cptac_lscc.arid1a-mutation,macro-ovr-auc,TITAN,0.491,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_lscc_ARID1A_mutation,pathobench.cptac_lscc.arid1a-mutation,pathobench.exaone2025.cptac_lscc.arid1a-mutation,macro-ovr-auc,H-optimus-0,0.320,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_lscc_ARID1A_mutation,pathobench.cptac_lscc.arid1a-mutation,pathobench.exaone2025.cptac_lscc.arid1a-mutation,macro-ovr-auc,UNI2-h,0.365,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_lscc_ARID1A_mutation,pathobench.cptac_lscc.arid1a-mutation,pathobench.exaone2025.cptac_lscc.arid1a-mutation,macro-ovr-auc,EXAONE Path 2.5,0.349,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_lscc_Histologic_Grade,pathobench.cptac_lscc.histologic-grade,pathobench.exaone2025.cptac_lscc.histologic-grade,macro-ovr-auc,CHIEF,0.641,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_lscc_Histologic_Grade,pathobench.cptac_lscc.histologic-grade,pathobench.exaone2025.cptac_lscc.histologic-grade,macro-ovr-auc,GigaPath,0.705,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_lscc_Histologic_Grade,pathobench.cptac_lscc.histologic-grade,pathobench.exaone2025.cptac_lscc.histologic-grade,macro-ovr-auc,PRISM,0.602,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_lscc_Histologic_Grade,pathobench.cptac_lscc.histologic-grade,pathobench.exaone2025.cptac_lscc.histologic-grade,macro-ovr-auc,TITAN,0.621,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_lscc_Histologic_Grade,pathobench.cptac_lscc.histologic-grade,pathobench.exaone2025.cptac_lscc.histologic-grade,macro-ovr-auc,H-optimus-0,0.705,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_lscc_Histologic_Grade,pathobench.cptac_lscc.histologic-grade,pathobench.exaone2025.cptac_lscc.histologic-grade,macro-ovr-auc,UNI2-h,0.708,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_lscc_Histologic_Grade,pathobench.cptac_lscc.histologic-grade,pathobench.exaone2025.cptac_lscc.histologic-grade,macro-ovr-auc,EXAONE Path 2.5,0.695,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_lscc_Immune_class,pathobench.cptac_lscc.immune-class,pathobench.exaone2025.cptac_lscc.immune-class,macro-ovr-auc,CHIEF,0.675,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_lscc_Immune_class,pathobench.cptac_lscc.immune-class,pathobench.exaone2025.cptac_lscc.immune-class,macro-ovr-auc,GigaPath,0.686,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_lscc_Immune_class,pathobench.cptac_lscc.immune-class,pathobench.exaone2025.cptac_lscc.immune-class,macro-ovr-auc,PRISM,0.643,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_lscc_Immune_class,pathobench.cptac_lscc.immune-class,pathobench.exaone2025.cptac_lscc.immune-class,macro-ovr-auc,TITAN,0.755,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_lscc_Immune_class,pathobench.cptac_lscc.immune-class,pathobench.exaone2025.cptac_lscc.immune-class,macro-ovr-auc,H-optimus-0,0.686,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_lscc_Immune_class,pathobench.cptac_lscc.immune-class,pathobench.exaone2025.cptac_lscc.immune-class,macro-ovr-auc,UNI2-h,0.671,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_lscc_Immune_class,pathobench.cptac_lscc.immune-class,pathobench.exaone2025.cptac_lscc.immune-class,macro-ovr-auc,EXAONE Path 2.5,0.655,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_lscc_KEAP1_mutation,pathobench.cptac_lscc.keap1-mutation,pathobench.exaone2025.cptac_lscc.keap1-mutation,macro-ovr-auc,CHIEF,0.627,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_lscc_KEAP1_mutation,pathobench.cptac_lscc.keap1-mutation,pathobench.exaone2025.cptac_lscc.keap1-mutation,macro-ovr-auc,GigaPath,0.576,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_lscc_KEAP1_mutation,pathobench.cptac_lscc.keap1-mutation,pathobench.exaone2025.cptac_lscc.keap1-mutation,macro-ovr-auc,PRISM,0.531,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_lscc_KEAP1_mutation,pathobench.cptac_lscc.keap1-mutation,pathobench.exaone2025.cptac_lscc.keap1-mutation,macro-ovr-auc,TITAN,0.553,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_lscc_KEAP1_mutation,pathobench.cptac_lscc.keap1-mutation,pathobench.exaone2025.cptac_lscc.keap1-mutation,macro-ovr-auc,H-optimus-0,0.646,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_lscc_KEAP1_mutation,pathobench.cptac_lscc.keap1-mutation,pathobench.exaone2025.cptac_lscc.keap1-mutation,macro-ovr-auc,UNI2-h,0.632,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_lscc_KEAP1_mutation,pathobench.cptac_lscc.keap1-mutation,pathobench.exaone2025.cptac_lscc.keap1-mutation,macro-ovr-auc,EXAONE Path 2.5,0.624,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_luad_EGFR_mutation,pathobench.cptac_luad.egfr-mutation,pathobench.exaone2025.cptac_luad.egfr-mutation,macro-ovr-auc,CHIEF,0.710,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_luad_EGFR_mutation,pathobench.cptac_luad.egfr-mutation,pathobench.exaone2025.cptac_luad.egfr-mutation,macro-ovr-auc,GigaPath,0.813,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_luad_EGFR_mutation,pathobench.cptac_luad.egfr-mutation,pathobench.exaone2025.cptac_luad.egfr-mutation,macro-ovr-auc,PRISM,0.802,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_luad_EGFR_mutation,pathobench.cptac_luad.egfr-mutation,pathobench.exaone2025.cptac_luad.egfr-mutation,macro-ovr-auc,TITAN,0.786,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_luad_EGFR_mutation,pathobench.cptac_luad.egfr-mutation,pathobench.exaone2025.cptac_luad.egfr-mutation,macro-ovr-auc,H-optimus-0,0.803,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_luad_EGFR_mutation,pathobench.cptac_luad.egfr-mutation,pathobench.exaone2025.cptac_luad.egfr-mutation,macro-ovr-auc,UNI2-h,0.782,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_luad_EGFR_mutation,pathobench.cptac_luad.egfr-mutation,pathobench.exaone2025.cptac_luad.egfr-mutation,macro-ovr-auc,EXAONE Path 2.5,0.780,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_luad_Immune_class,pathobench.cptac_luad.immune-class,pathobench.exaone2025.cptac_luad.immune-class,macro-ovr-auc,CHIEF,0.720,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_luad_Immune_class,pathobench.cptac_luad.immune-class,pathobench.exaone2025.cptac_luad.immune-class,macro-ovr-auc,GigaPath,0.632,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_luad_Immune_class,pathobench.cptac_luad.immune-class,pathobench.exaone2025.cptac_luad.immune-class,macro-ovr-auc,PRISM,0.660,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_luad_Immune_class,pathobench.cptac_luad.immune-class,pathobench.exaone2025.cptac_luad.immune-class,macro-ovr-auc,TITAN,0.697,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_luad_Immune_class,pathobench.cptac_luad.immune-class,pathobench.exaone2025.cptac_luad.immune-class,macro-ovr-auc,H-optimus-0,0.625,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_luad_Immune_class,pathobench.cptac_luad.immune-class,pathobench.exaone2025.cptac_luad.immune-class,macro-ovr-auc,UNI2-h,0.613,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_luad_Immune_class,pathobench.cptac_luad.immune-class,pathobench.exaone2025.cptac_luad.immune-class,macro-ovr-auc,EXAONE Path 2.5,0.644,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_luad_KRAS_mutation,pathobench.cptac_luad.kras-mutation,pathobench.exaone2025.cptac_luad.kras-mutation,macro-ovr-auc,CHIEF,0.630,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_luad_KRAS_mutation,pathobench.cptac_luad.kras-mutation,pathobench.exaone2025.cptac_luad.kras-mutation,macro-ovr-auc,GigaPath,0.743,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_luad_KRAS_mutation,pathobench.cptac_luad.kras-mutation,pathobench.exaone2025.cptac_luad.kras-mutation,macro-ovr-auc,PRISM,0.682,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_luad_KRAS_mutation,pathobench.cptac_luad.kras-mutation,pathobench.exaone2025.cptac_luad.kras-mutation,macro-ovr-auc,TITAN,0.742,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_luad_KRAS_mutation,pathobench.cptac_luad.kras-mutation,pathobench.exaone2025.cptac_luad.kras-mutation,macro-ovr-auc,H-optimus-0,0.759,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_luad_KRAS_mutation,pathobench.cptac_luad.kras-mutation,pathobench.exaone2025.cptac_luad.kras-mutation,macro-ovr-auc,UNI2-h,0.699,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_luad_KRAS_mutation,pathobench.cptac_luad.kras-mutation,pathobench.exaone2025.cptac_luad.kras-mutation,macro-ovr-auc,EXAONE Path 2.5,0.723,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_luad_OS,pathobench.cptac_luad.os,pathobench.exaone2025.cptac_luad.os,cindex,CHIEF,0.466,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_luad_OS,pathobench.cptac_luad.os,pathobench.exaone2025.cptac_luad.os,cindex,GigaPath,0.471,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_luad_OS,pathobench.cptac_luad.os,pathobench.exaone2025.cptac_luad.os,cindex,PRISM,0.462,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_luad_OS,pathobench.cptac_luad.os,pathobench.exaone2025.cptac_luad.os,cindex,TITAN,0.666,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_luad_OS,pathobench.cptac_luad.os,pathobench.exaone2025.cptac_luad.os,cindex,H-optimus-0,0.581,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_luad_OS,pathobench.cptac_luad.os,pathobench.exaone2025.cptac_luad.os,cindex,UNI2-h,0.500,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_luad_OS,pathobench.cptac_luad.os,pathobench.exaone2025.cptac_luad.os,cindex,EXAONE Path 2.5,0.481,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_luad_STK11_mutation,pathobench.cptac_luad.stk11-mutation,pathobench.exaone2025.cptac_luad.stk11-mutation,macro-ovr-auc,CHIEF,0.843,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
cptac_luad_STK11_mutation,pathobench.cptac_luad.stk11-mutation,pathobench.exaone2025.cptac_luad.stk11-mutation,macro-ovr-auc,GigaPath,0.828,https://arxiv.org/pdf/2512.14019v1,0c479164dfab7ac48a1e1876649ef73efe9f457e064c3ab00ee960856d35a268
